lat,lon,solar_ghi_raw,depth_m,distance_to_corridor_km,corr_score_raw,wind_ws100m,safety_index,valid_ocean_point,solar_norm,depth_score_raw,depth_norm,corridor_norm,wind_norm,safety_norm,H2_hub_score,Tier,Zone,Cluster_ID,Cluster_Zone
7.0,73.0,5.5,-3820.819760197539,110.3660757174536,0.7588772889509922,7.276875569425521,0.875,True,0.0,1.0,1.0,0.7585561201333513,0.0,1.0,55.17112240266703,1,A — Indian Coast,0.0,A
8.0,72.0,5.5,-3460.2238894696184,111.19492664455872,0.7573064266651235,7.276875569425521,0.875,True,0.0,1.0,1.0,0.7569831655021334,0.0,1.0,55.13966331004268,1,A — Indian Coast,0.0,A
8.0,73.0,5.5,-4816.277173978605,156.58110278754708,0.6760739895247802,7.276875569425521,0.875,True,0.0,1.0,1.0,0.6756425289902878,0.0,1.0,53.51285057980576,1,A — Indian Coast,0.0,A
7.0,78.0,5.5,-4825.280562550636,220.73202658609523,0.5758949194350709,7.276875569425521,0.875,True,0.0,1.0,1.0,0.5753300231352244,0.0,1.0,51.50660046270449,1,A — Indian Coast,1.0,A
8.0,74.0,5.5,-3901.412767797369,246.93636581156187,0.5393767813511984,7.276875569425521,0.875,True,0.0,1.0,1.0,0.538763243896067,0.0,1.0,50.775264877921344,1,A — Indian Coast,0.0,A
7.0,77.0,5.5,-3410.0665532338994,331.0977276823014,0.4370339844868859,7.276875569425521,0.875,True,0.0,1.0,1.0,0.4362841292418625,0.0,1.0,48.72568258483725,1,A — Indian Coast,1.0,A
8.0,77.0,5.5,-3765.658163966962,348.918190078118,0.4179909592853218,7.276875569425521,0.875,True,0.0,1.0,1.0,0.4172157392546185,0.0,1.0,48.34431478509237,1,A — Indian Coast,2.0,A
6.0,93.0,5.5,-4558.368364240194,110.58577386542665,0.7584605935581717,7.276875569425521,0.595,True,0.0,1.0,1.0,0.7581388697137312,0.0,0.3846153846153845,47.77816200965925,3,A — Indian Coast,3.0,A
8.0,76.0,5.5,-4366.920602165224,454.770634232157,0.3208034702437002,7.276875569425521,0.875,True,0.0,1.0,1.0,0.3198987991512981,0.0,1.0,46.397975983025965,1,A — Indian Coast,2.0,A
7.0,93.0,5.5,-4519.37037090243,156.7477249748259,0.6757924258550524,7.276875569425521,0.595,True,0.0,1.0,1.0,0.6753605902854979,0.0,0.3846153846153845,46.12259642109458,3,A — Indian Coast,3.0,A
8.0,93.0,5.5,-3974.078207235152,248.26724456355257,0.5375851508137365,7.276875569425521,0.595,True,0.0,1.0,1.0,0.5369692269560183,0.0,0.3846153846153845,43.354769154504986,3,A — Indian Coast,3.0,A
9.0,93.0,5.5,-3927.857808383332,351.3254029941358,0.4154830301636881,7.276875569425521,0.595,True,0.0,1.0,1.0,0.4147044696403899,0.0,0.3846153846153845,40.90947400819242,3,A — Indian Coast,4.0,A
11.0,93.0,5.5,-4491.626052044356,566.7396017039342,0.2424768579579107,7.276875569425521,0.7,True,0.0,1.0,1.0,0.241467857972771,0.0,0.6153846153846153,40.213972544070806,4,A — Indian Coast,5.0,A
9.0,92.0,5.5,-3884.678407783599,399.8520672286825,0.3680155198961279,7.276875569425521,0.595,True,0.0,1.0,1.0,0.3671737339550221,0.0,0.3846153846153845,39.95885929448506,3,A — Indian Coast,4.0,A
11.0,92.0,5.5,-3442.50716566659,597.8725994221194,0.2243200396105666,7.276875569425521,0.7,True,0.0,1.0,1.0,0.2232868552428967,0.0,0.6153846153846153,39.85035248947332,4,A — Indian Coast,5.0,A
20.0,85.0,5.5,-3904.989035900171,626.9007705130357,0.2086176921439438,7.276875569425521,0.7,True,0.0,1.0,1.0,0.2075635926814323,0.0,0.6153846153846153,39.53588723824403,4,A — Indian Coast,6.0,A
8.0,79.0,5.5,-15.0,156.58110278754708,0.6760739895247802,7.276875569425521,0.875,True,0.0,0.5,0.5,0.6756425289902878,0.0,1.0,39.51285057980576,1,A — Indian Coast,-1.0,A
19.0,85.0,5.5,-3288.4146146469325,638.6137627546169,0.2025974230013223,7.276875569425521,0.7,True,0.0,1.0,1.0,0.2015353047059352,0.0,0.6153846153846153,39.41532147873409,4,A — Indian Coast,6.0,A
18.0,85.0,5.5,-4381.850493873119,668.8043610913936,0.1878688994559625,7.276875569425521,0.7,True,0.0,1.0,1.0,0.1867871631724063,0.0,0.6153846153846153,39.12035864806352,4,A — Indian Coast,-1.0,A
12.0,93.0,5.5,-4994.086088443679,676.1398483831988,0.1844550233762824,7.276875569425521,0.7,True,0.0,1.0,1.0,0.1833687399037065,0.0,0.6153846153846153,39.05199018268952,4,A — Indian Coast,5.0,A
12.0,92.0,5.5,-4366.298867327122,702.363597223754,0.1727501422208101,7.276875569425521,0.7,True,0.0,1.0,1.0,0.1716482681685456,0.0,0.6153846153846153,38.8175807479863,4,A — Indian Coast,7.0,A
20.0,86.0,5.5,-4815.939160605596,731.37008292963,0.1606663849018555,7.276875569425521,0.7,True,0.0,1.0,1.0,0.1595484156172759,0.0,0.6153846153846153,38.575583696960905,4,A — Indian Coast,6.0,A
21.0,86.0,5.5,-3744.005415294737,737.4350686154498,0.1582486622264971,7.276875569425521,0.7,True,0.0,1.0,1.0,0.1571274726018274,0.0,0.6153846153846153,38.527164836651934,4,A — Indian Coast,8.0,A
19.0,86.0,5.5,-3133.482334005331,742.0335990989388,0.1564398015321251,7.276875569425521,0.7,True,0.0,1.0,1.0,0.1553162025547737,0.0,0.6153846153846153,38.490939435710864,4,A — Indian Coast,9.0,A
22.0,86.0,5.5,-3492.8706919441875,759.8280721970202,0.1496329205508719,7.276875569425521,0.7,True,0.0,1.0,1.0,0.1485002549953161,0.0,0.6153846153846153,38.3546204845217,4,A — Indian Coast,8.0,A
13.0,93.0,5.5,-4387.390753071576,786.0423283270084,0.1401410559900216,7.276875569425521,0.7,True,0.0,1.0,1.0,0.1389957475319994,0.0,0.6153846153846153,38.16453033525538,4,A — Indian Coast,-1.0,A
22.0,68.0,5.5,-3857.928346547618,824.6909520690183,0.1272339984761424,7.276875569425521,0.7,True,0.0,1.0,1.0,0.1260714981725951,0.0,0.6153846153846153,37.90604534806729,4,A — Indian Coast,10.0,A
23.0,68.0,5.5,-3937.91793720004,829.2211948119351,0.1258011256239294,7.276875569425521,0.7,True,0.0,1.0,1.0,0.1246367167731625,0.0,0.6153846153846153,37.87734972007864,4,A — Indian Coast,10.0,A
20.0,87.0,5.5,-4553.3606538048525,835.8328510425696,0.1237388320574169,7.276875569425521,0.7,True,0.0,1.0,1.0,0.1225716762883546,0.0,0.6153846153846153,37.83604891038248,4,A — Indian Coast,11.0,A
21.0,87.0,5.5,-4754.559922002175,840.5150593605812,0.1222988489040653,7.276875569425521,0.7,True,0.0,1.0,1.0,0.1211297751170579,0.0,0.6153846153846153,37.80721088695655,4,A — Indian Coast,8.0,A
19.0,87.0,5.5,-4076.6565395143502,845.7861488546149,0.1206978007142101,7.276875569425521,0.7,True,0.0,1.0,1.0,0.1195265943750599,0.0,0.6153846153846153,37.77514727211658,4,A — Indian Coast,9.0,A
22.0,87.0,5.5,-4753.9238729613535,859.5936417797956,0.1166025536398184,7.276875569425521,0.7,True,0.0,1.0,1.0,0.1154258925442286,0.0,0.6153846153846153,37.69313323549996,4,A — Indian Coast,12.0,A
22.0,69.0,5.5,-4029.400324372477,927.7491208068436,0.0983352419323651,7.276875569425521,0.7,True,0.0,1.0,1.0,0.0971342492801291,0.0,0.6153846153846153,37.32730037021797,4,A — Indian Coast,10.0,A
23.0,69.0,5.5,-3019.84586788114,931.0827667812224,0.0975191103150618,7.276875569425521,0.7,True,0.0,1.0,1.0,0.096317030597964,0.0,0.6153846153846153,37.31095599657467,4,A — Indian Coast,13.0,A
21.0,69.0,5.5,-4552.021375006498,937.5902488829028,0.0959454361816577,7.276875569425521,0.7,True,0.0,1.0,1.0,0.0947412603739073,0.0,0.6153846153846153,37.27944059209353,4,A — Indian Coast,14.0,A
20.0,88.0,5.5,-3940.164743670956,940.2881300418388,0.0953004901498771,7.276875569425521,0.7,True,0.0,1.0,1.0,0.0940954552917552,0.0,0.6153846153846153,37.26652449045049,4,A — Indian Coast,11.0,A
20.0,70.0,5.5,-4596.560778666954,940.2881300418388,0.0953004901498771,7.276875569425521,0.7,True,0.0,1.0,1.0,0.0940954552917552,0.0,0.6153846153846153,37.26652449045049,4,A — Indian Coast,-1.0,A
21.0,88.0,5.5,-4834.31975919035,943.8164700838304,0.0944635554756239,7.276875569425521,0.7,True,0.0,1.0,1.0,0.0932574058435407,0.0,0.6153846153846153,37.2497635014862,4,A — Indian Coast,15.0,A
21.0,70.0,5.5,-3582.294278486389,943.8164700838304,0.0944635554756239,7.276875569425521,0.7,True,0.0,1.0,1.0,0.0932574058435407,0.0,0.6153846153846153,37.2497635014862,4,A — Indian Coast,14.0,A
22.0,88.0,5.5,-3481.8193109264025,960.2011340491688,0.0906723485830039,7.276875569425521,0.7,True,0.0,1.0,1.0,0.0894611491676389,0.0,0.6153846153846153,37.173838367968166,4,A — Indian Coast,12.0,A
22.0,70.0,5.5,-3074.2418954522536,960.2011340491688,0.0906723485830039,7.276875569425521,0.7,True,0.0,1.0,1.0,0.0894611491676389,0.0,0.6153846153846153,37.173838367968166,4,A — Indian Coast,16.0,A
23.0,70.0,5.5,-3419.6574627969176,988.8032049050108,0.0844151819812472,7.276875569425521,0.7,True,0.0,1.0,1.0,0.0831956481921082,0.0,0.6153846153846153,37.04852834845755,4,A — Indian Coast,13.0,A
