lat,lon,solar_ghi_raw,depth_m,distance_to_corridor_km,corr_score_raw,wind_ws100m,safety_index,valid_ocean_point,solar_norm,depth_score_raw,depth_norm,corridor_norm,wind_norm,safety_norm,H2_hub_score,Tier
-10.0,55.0,5.5,-3217.02648138986,1903.246060461133,0.0085817695013885,7.276875569425521,0.75,True,0.0,1.0,1.0,0.0072612276930634,0.0,0.7252747252747253,36.84852125715798,4
-10.0,56.0,5.5,-4018.717638629035,1893.5551106737469,0.0087922223102577,7.276875569425521,0.75,True,0.0,1.0,1.0,0.0074719608192843,0.0,0.7252747252747253,36.8527359196824,4
-10.0,57.0,5.5,-3658.676046422488,1890.3137529574988,0.0088637586062828,7.276875569425521,0.75,True,0.0,1.0,1.0,0.0075435923996877,0.0,0.7252747252747253,36.85416855129046,4
-10.0,58.0,5.5,-3976.20187792752,1893.5551106737469,0.0087922223102577,7.276875569425521,0.75,True,0.0,1.0,1.0,0.0074719608192843,0.0,0.7252747252747253,36.8527359196824,4
-10.0,59.0,5.5,-4040.618037176949,1903.246060461133,0.0085817695013885,7.276875569425521,0.75,True,0.0,1.0,1.0,0.0072612276930634,0.0,0.7252747252747253,36.84852125715798,4
-10.0,60.0,5.5,-3816.670888866173,1919.2889018550609,0.0082443904559375,7.276875569425521,0.875,True,0.0,1.0,1.0,0.0069233992680054,0.0,1.0,40.13846798536011,2
-10.0,61.0,5.5,-4067.306186545908,1941.5261736441,0.0077985657990462,7.276875569425521,0.875,True,0.0,1.0,1.0,0.0064769807849362,0.0,1.0,40.129539615698725,2
-10.0,62.0,5.5,-4733.220412788994,1969.748078385334,0.007267301814837,7.276875569425521,0.875,True,0.0,1.0,1.0,0.0059450091717155,0.0,1.0,40.11890018343431,2
-10.0,63.0,5.5,-3619.798791182995,2003.7017352221224,0.0066758793999987,7.276875569425521,0.875,True,0.0,1.0,1.0,0.0053527989984912,0.0,1.0,40.10705597996982,2
-10.0,64.0,5.5,-4296.420498930942,2043.101379714936,0.0060496585334315,7.276875569425521,0.875,True,0.0,1.0,1.0,0.0047257440229575,0.0,1.0,40.09451488045915,2
-10.0,65.0,5.5,-4742.111557053743,1997.4901093897104,0.0067803586955947,7.276875569425521,0.875,True,0.0,1.0,1.0,0.0054574174576345,0.0,1.0,40.1091483491527,2
-10.0,66.0,5.5,-3869.187887299872,1906.588886012196,0.0085103499500229,7.276875569425521,0.875,True,0.0,1.0,1.0,0.0071897130128202,0.0,1.0,40.14379426025641,2
-10.0,67.0,5.5,-4181.74801859105,1817.874195681233,0.0106235134005497,7.276875569425521,0.875,True,0.0,1.0,1.0,0.0093056911389283,0.0,1.0,40.186113822778566,2
-10.0,68.0,5.5,-3126.084511418355,1731.6823650492397,0.013178007825987,7.276875569425521,0.875,True,0.0,1.0,1.0,0.0118635880806642,0.0,1.0,40.237271761613286,2
-10.0,69.0,5.5,-3682.379889232489,1648.4094225416245,0.0162278957724974,7.276875569425521,0.875,True,0.0,1.0,1.0,0.0149175383940145,0.0,1.0,40.29835076788029,2
-10.0,70.0,5.5,-3403.026023244972,1568.520556798576,0.0198152904968318,7.276875569425521,0.875,True,0.0,1.0,1.0,0.0185097114294296,0.0,1.0,40.3701942285886,2
-10.0,71.0,5.5,-3050.53076937027,1492.5594798050538,0.0239593005272953,7.276875569425521,0.875,True,0.0,1.0,1.0,0.0226592411672487,0.0,1.0,40.45318482334498,2
-10.0,72.0,5.5,-3475.1075036186867,1421.1563604337327,0.0286417194770801,7.276875569425521,0.875,True,0.0,1.0,1.0,0.0273478969702575,0.0,1.0,40.546957939405154,2
-10.0,73.0,5.5,-3191.6479753142007,1355.0321249908343,0.0337903401243792,7.276875569425521,0.875,True,0.0,1.0,1.0,0.0325033754386162,0.0,1.0,40.65006750877233,2
-10.0,74.0,5.5,-4559.763238972799,1294.995844631437,0.0392623351975247,7.276875569425521,0.875,True,0.0,1.0,1.0,0.0379826590586603,0.0,1.0,40.75965318117321,2
-10.0,75.0,5.5,-3199.9259219636133,1241.9308886663423,0.0448322639340095,7.276875569425521,0.875,True,0.0,1.0,1.0,0.043560006786989,0.0,1.0,40.87120013573978,2
-10.0,76.0,5.5,-3750.340864870744,1196.765089588218,0.050191342667952,7.276875569425521,0.875,True,0.0,1.0,1.0,0.0489262236663725,0.0,1.0,40.978524473327454,2
-10.0,77.0,5.5,-4002.6234809068505,1160.421283191035,0.0549652996685525,7.276875569425521,0.875,True,0.0,1.0,1.0,0.0537065394463625,0.0,1.0,41.074130788927256,2
-10.0,78.0,5.5,-4406.712737501111,1133.7482833545084,0.0587554885386903,7.276875569425521,0.875,True,0.0,1.0,1.0,0.0575017767438043,0.0,1.0,41.15003553487609,2
-10.0,79.0,5.5,-4946.044051198127,1117.4388924988436,0.0612006645264727,7.276875569425521,0.875,True,0.0,1.0,1.0,0.0599502096387336,0.0,1.0,41.19900419277467,2
-10.0,80.0,5.5,-3656.537204146236,1111.9492664455872,0.0620463764613552,7.276875569425521,0.875,True,0.0,1.0,1.0,0.0607970480386473,0.0,1.0,41.21594096077296,2
-10.0,81.0,5.5,-3850.109187653046,1117.4388924988436,0.0612006645264727,7.276875569425521,0.875,True,0.0,1.0,1.0,0.0599502096387336,0.0,1.0,41.19900419277467,2
-10.0,82.0,5.5,-4370.734515495947,1133.7482833545084,0.0587554885386903,7.276875569425521,0.875,True,0.0,1.0,1.0,0.0575017767438043,0.0,1.0,41.15003553487609,2
-10.0,83.0,5.5,-3201.7650993600755,1160.421283191035,0.0549652996685525,7.276875569425521,0.875,True,0.0,1.0,1.0,0.0537065394463625,0.0,1.0,41.074130788927256,2
-10.0,84.0,5.5,-3317.064047004176,1196.765089588218,0.050191342667952,7.276875569425521,0.875,True,0.0,1.0,1.0,0.0489262236663725,0.0,1.0,40.978524473327454,2
-10.0,85.0,5.5,-4198.188671686803,1241.9308886663423,0.0448322639340095,7.276875569425521,0.875,True,0.0,1.0,1.0,0.043560006786989,0.0,1.0,40.87120013573978,2
-10.0,86.0,5.5,-4123.055027052516,1294.995844631437,0.0392623351975247,7.276875569425521,0.875,True,0.0,1.0,1.0,0.0379826590586603,0.0,1.0,40.75965318117321,2
-10.0,87.0,5.5,-4208.0788386473,1355.0321249908343,0.0337903401243792,7.276875569425521,0.875,True,0.0,1.0,1.0,0.0325033754386162,0.0,1.0,40.65006750877233,2
-10.0,88.0,5.5,-4151.380612178945,1421.1563604337327,0.0286417194770801,7.276875569425521,0.875,True,0.0,1.0,1.0,0.0273478969702575,0.0,1.0,40.546957939405154,2
-10.0,89.0,5.5,-3915.770640379722,1492.5594798050538,0.0239593005272953,7.276875569425521,0.875,True,0.0,1.0,1.0,0.0226592411672487,0.0,1.0,40.45318482334498,2
-10.0,90.0,5.5,-3599.8728306352223,1568.520556798576,0.0198152904968318,7.276875569425521,0.875,True,0.0,1.0,1.0,0.0185097114294296,0.0,1.0,40.3701942285886,2
-10.0,91.0,5.5,-4005.3032748530495,1648.4094225416245,0.0162278957724974,7.276875569425521,0.875,True,0.0,1.0,1.0,0.0149175383940145,0.0,1.0,40.29835076788029,2
-10.0,92.0,5.5,-3291.9287132504837,1731.6823650492397,0.013178007825987,7.276875569425521,0.875,True,0.0,1.0,1.0,0.0118635880806642,0.0,1.0,40.237271761613286,2
-10.0,93.0,5.5,-3532.8254170283344,1782.563434481631,0.0116039631749837,7.276875569425521,0.875,True,0.0,1.0,1.0,0.010287446845489,0.0,1.0,40.20574893690978,2
-10.0,94.0,5.5,-3636.231806113913,1779.1188263129395,0.0117043224435784,7.276875569425521,0.875,True,0.0,1.0,1.0,0.0103879397898685,0.0,1.0,40.207758795797375,2
-10.0,95.0,5.5,-4486.266180371564,1782.563434481631,0.0116039631749837,7.276875569425521,0.875,True,0.0,1.0,1.0,0.010287446845489,0.0,1.0,40.20574893690978,2
-10.0,96.0,5.5,-4298.599918987323,1792.8575481261644,0.0113091418132333,7.276875569425521,0.875,True,0.0,1.0,1.0,0.0099922327897954,0.0,1.0,40.19984465579592,2
-10.0,97.0,5.5,-4153.091574789201,1809.8842889476664,0.0108378491303356,7.276875569425521,0.875,True,0.0,1.0,1.0,0.0095203123580098,0.0,1.0,40.1904062471602,2
-10.0,98.0,5.5,-3709.255546538069,1833.4560820775905,0.01021763423157,7.276875569425521,0.875,True,0.0,1.0,1.0,0.0088992713500616,0.0,1.0,40.17798542700123,2
-10.0,99.0,5.5,-4122.930324570193,1863.324533684381,0.0094824615977569,7.276875569425521,0.875,True,0.0,1.0,1.0,0.0081631194865255,0.0,1.0,40.16326238973051,2
-10.0,100.0,5.5,-4300.509482790702,1899.192563281196,0.0086691770825409,7.276875569425521,0.875,True,0.0,1.0,1.0,0.0073487516987093,0.0,1.0,40.14697503397419,2
-9.0,55.0,5.5,-4914.538621671947,1792.870312845963,0.0113087809239256,7.276875569425521,0.75,True,0.0,1.0,1.0,0.0099918714197931,0.0,0.7252747252747253,36.90313413169257,4
-9.0,56.0,5.5,-3780.455645229512,1782.566643855418,0.0116038700717191,7.276875569425521,0.75,True,0.0,1.0,1.0,0.0102873536182134,0.0,0.7252747252747253,36.909043775660976,4
-9.0,57.0,5.5,-3812.2610509439614,1779.1188263129395,0.0117043224435784,7.276875569425521,0.75,True,0.0,1.0,1.0,0.0103879397898685,0.0,0.7252747252747253,36.91105549909408,4
-9.0,58.0,5.5,-4223.1584596916255,1782.566643855418,0.0116038700717191,7.276875569425521,0.75,True,0.0,1.0,1.0,0.0102873536182134,0.0,0.7252747252747253,36.909043775660976,4
-9.0,59.0,5.5,-4692.671208574717,1792.870312845963,0.0113087809239256,7.276875569425521,0.75,True,0.0,1.0,1.0,0.0099918714197931,0.0,0.7252747252747253,36.90313413169257,4
-9.0,60.0,5.5,-3684.242850836162,1809.9127428486584,0.0108370782100402,7.276875569425521,0.875,True,0.0,1.0,1.0,0.0095195404108698,0.0,1.0,40.190390808217394,2
-9.0,61.0,5.5,-4146.977852732258,1833.50602500227,0.0102163585648677,7.276875569425521,0.875,True,0.0,1.0,1.0,0.0088979939842064,0.0,1.0,40.17795987968413,2
-9.0,62.0,5.5,-3169.0235320999404,1863.401335564376,0.0094806410953408,7.276875569425521,0.875,True,0.0,1.0,1.0,0.0081612965592502,0.0,1.0,40.16322593118501,2
-9.0,63.0,5.5,-4614.635936619832,1899.3010986486688,0.0086668251208433,7.276875569425521,0.875,True,0.0,1.0,1.0,0.0073463966042634,0.0,1.0,40.14692793208527,2
-9.0,64.0,5.5,-4852.060066136157,1940.872137736274,0.0078113275846909,7.276875569425521,0.875,True,0.0,1.0,1.0,0.0064897595689282,0.0,1.0,40.12979519137857,2
-9.0,65.0,5.5,-3197.263274675277,1939.1895571846349,0.0078442547591094,7.276875569425521,0.875,True,0.0,1.0,1.0,0.0065227306014373,0.0,1.0,40.13045461202875,2
-9.0,66.0,5.5,-4889.519202470074,1845.2290820266733,0.0099212862373574,7.276875569425521,0.875,True,0.0,1.0,1.0,0.0086025286284735,0.0,1.0,40.17205057256948,2
-9.0,67.0,5.5,-3860.103710155567,1753.2269069641743,0.012486998856674,7.276875569425521,0.875,True,0.0,1.0,1.0,0.0111716587064142,0.0,1.0,40.22343317412829,2
-9.0,68.0,5.5,-4745.889175132666,1663.5081871992545,0.0156267597141075,7.276875569425521,0.875,True,0.0,1.0,1.0,0.0143156016389325,0.0,1.0,40.28631203277865,2
-9.0,69.0,5.5,-4092.397663747068,1576.463034964578,0.0194257147621822,7.276875569425521,0.875,True,0.0,1.0,1.0,0.018119616790619,0.0,1.0,40.36239233581238,2
-9.0,70.0,5.5,-3963.398714131892,1492.559479805054,0.0239593005272953,7.276875569425521,0.875,True,0.0,1.0,1.0,0.0226592411672487,0.0,1.0,40.45318482334498,2
-9.0,71.0,5.5,-3568.2818787382143,1412.357715177467,0.029278720548915,7.276875569425521,0.875,True,0.0,1.0,1.0,0.0279857465099958,0.0,1.0,40.55971493019992,2
-9.0,72.0,5.5,-4946.863405970833,1336.5244928597976,0.0353905220939509,7.276875569425521,0.875,True,0.0,1.0,1.0,0.0341056888065491,0.0,1.0,40.68211377613098,2
-9.0,73.0,5.5,-4805.324359979573,1265.845345080562,0.0422304665315289,7.276875569425521,0.875,True,0.0,1.0,1.0,0.0409547438619457,0.0,1.0,40.81909487723892,2
-9.0,74.0,5.5,-3308.1141949812363,1201.2305530504304,0.0496341396499705,7.276875569425521,0.875,True,0.0,1.0,1.0,0.0483682784693002,0.0,1.0,40.967365569386,2
-9.0,75.0,5.5,-3771.8842768182753,1143.7085530864772,0.0573105024792214,7.276875569425521,0.875,True,0.0,1.0,1.0,0.0560548660026569,0.0,1.0,41.12109732005314,2
-9.0,76.0,5.5,-3237.215517146912,1094.398441450539,0.0648293981320226,7.276875569425521,0.875,True,0.0,1.0,1.0,0.0635837766176169,0.0,1.0,41.27167553235234,2
-9.0,77.0,5.5,-4028.5354703153807,1054.4530084234973,0.0716377921415829,7.276875569425521,0.875,True,0.0,1.0,1.0,0.0704012392206935,0.0,1.0,41.40802478441387,2
-9.0,78.0,5.5,-4606.528250062984,1024.9678152753809,0.0771179247666182,7.276875569425521,0.875,True,0.0,1.0,1.0,0.0758886712316226,0.0,1.0,41.51777342463245,2
-9.0,79.0,5.5,-3413.787080181108,1006.8623035090612,0.0806887790363239,7.276875569425521,0.875,True,0.0,1.0,1.0,0.0794642817809786,0.0,1.0,41.589285635619575,2
-9.0,80.0,5.5,-4748.674883958425,1000.7543398010286,0.0819303445430707,7.276875569425521,0.875,True,0.0,1.0,1.0,0.0807075010188239,0.0,1.0,41.61415002037648,2
-9.0,81.0,5.5,-4421.650145999705,1006.8623035090612,0.0806887790363239,7.276875569425521,0.875,True,0.0,1.0,1.0,0.0794642817809786,0.0,1.0,41.589285635619575,2
-9.0,82.0,5.5,-4339.383278560705,1024.9678152753809,0.0771179247666182,7.276875569425521,0.875,True,0.0,1.0,1.0,0.0758886712316226,0.0,1.0,41.51777342463245,2
-9.0,83.0,5.5,-4202.08069592474,1054.4530084234973,0.0716377921415829,7.276875569425521,0.875,True,0.0,1.0,1.0,0.0704012392206935,0.0,1.0,41.40802478441387,2
-9.0,84.0,5.5,-4008.018903045664,1094.398441450539,0.0648293981320226,7.276875569425521,0.875,True,0.0,1.0,1.0,0.0635837766176169,0.0,1.0,41.27167553235234,2
-9.0,85.0,5.5,-3742.007256885508,1143.7085530864772,0.0573105024792214,7.276875569425521,0.875,True,0.0,1.0,1.0,0.0560548660026569,0.0,1.0,41.12109732005314,2
-9.0,86.0,5.5,-4193.503463901617,1201.2305530504304,0.0496341396499705,7.276875569425521,0.875,True,0.0,1.0,1.0,0.0483682784693002,0.0,1.0,40.967365569386,2
-9.0,87.0,5.5,-4889.885511524753,1265.845345080562,0.0422304665315289,7.276875569425521,0.875,True,0.0,1.0,1.0,0.0409547438619457,0.0,1.0,40.81909487723892,2
-9.0,88.0,5.5,-4631.700791250636,1336.5244928597976,0.0353905220939509,7.276875569425521,0.875,True,0.0,1.0,1.0,0.0341056888065491,0.0,1.0,40.68211377613098,2
